LOANID,MEMBERID,BOOKID,ISSUEDATE,RETURNDATE,STATUS,FINE
8727,3961,2751,12-03-2024,11-08-2024,Returned,4
8728,3518,2310,09-02-2023,14-10-2024,Returned,926
8729,3415,2309,03-02-2024,01-01-2025,Returned,366
8730,3748,2723,04-08-2023,09-01-2025,Returned,748
8731,3988,2455,08-03-2023,03-09-2024,Returned,790
8732,3540,2075,23-06-2023,01-10-2024,Returned,632
8733,3495,2181,01-08-2023,03-05-2025,Returned,982
8734,3335,2481,14-01-2023,,Issued,0
8735,3880,2105,12-03-2024,12-08-2024,Returned,6
8736,3842,2754,04-08-2022,01-08-2024,Returned,1156
8737,3398,2420,27-03-2024,13-11-2024,Returned,162
8738,3721,2353,09-10-2022,06-01-2025,Returned,1340
8739,3904,2143,29-10-2023,26-07-2024,Returned,242
8740,3357,2431,05-11-2023,25-11-2024,Returned,472
8741,3241,2820,11-04-2024,23-06-2024,Returned,0
8742,3194,2783,21-02-2024,,Issued,0
8743,3521,2714,08-09-2023,15-01-2025,Returned,690
8744,3783,2048,09-03-2024,13-10-2024,Returned,136
8745,3448,2263,03-06-2022,22-02-2025,Returned,1690
8746,3826,2957,28-07-2023,18-06-2024,Returned,352
8747,3342,2110,09-10-2022,19-11-2024,Returned,1244
8748,3659,2418,07-12-2022,,Issued,0
8749,3580,2314,05-04-2023,,Issued,0
8750,3865,2079,14-05-2024,27-12-2024,Returned,154
8751,3910,2758,04-08-2022,17-02-2025,Returned,1556
8752,3789,2772,18-08-2023,08-08-2024,Returned,412
8753,3537,2511,18-06-2023,30-05-2025,Returned,1124
8754,3576,2583,20-07-2022,15-09-2024,Returned,1276
8755,3784,2554,17-01-2024,01-06-2024,Returned,0
8756,3254,2631,17-07-2023,26-12-2024,Returned,756
8757,3311,2231,10-05-2023,24-10-2024,Returned,766
8758,3853,2671,15-10-2022,27-12-2024,Returned,1308
8759,3984,2092,31-05-2023,,Issued,0
8760,3276,2688,08-04-2024,26-12-2024,Returned,224
8761,3674,2646,07-03-2023,21-03-2025,Returned,1190
8762,3450,2237,29-12-2023,28-04-2025,Returned,672
8763,3027,2077,18-12-2022,,Issued,0
8764,3473,2776,09-05-2023,04-10-2024,Returned,728
8765,3878,2841,02-06-2023,15-07-2024,Returned,518
8766,3463,2159,13-07-2023,14-11-2024,Returned,680
8767,3250,2165,21-02-2023,18-07-2024,Returned,726
8768,3123,2214,21-09-2023,26-06-2024,Returned,258
8769,3527,2250,16-12-2023,,Issued,0
8770,3868,2694,04-07-2023,05-03-2025,Returned,920
8771,3348,2343,17-04-2024,,Issued,0
8772,3967,2193,01-11-2023,12-01-2025,Returned,576
8773,3117,2588,22-02-2024,24-07-2024,Returned,6
8774,3356,2775,13-02-2024,08-07-2024,Returned,0
8775,3437,2974,27-04-2023,18-08-2024,Returned,658
8776,3817,2882,27-06-2023,17-01-2025,Returned,840
8777,3938,2779,04-04-2024,11-08-2024,Returned,0
8778,3927,2545,27-04-2023,12-02-2025,Returned,1014
8779,3912,2647,14-01-2023,20-07-2024,Returned,806
8780,3149,2575,05-02-2024,11-11-2024,Returned,260
8781,3538,2815,19-03-2024,10-11-2024,Returned,172
8782,3211,2178,14-09-2023,07-02-2025,Returned,724
8783,3160,2107,23-03-2024,05-02-2025,Returned,338
8784,3365,2172,07-03-2024,16-04-2025,Returned,510
8785,3356,2371,18-02-2024,08-08-2024,Returned,44
8786,3609,2134,20-03-2024,,Issued,0
8787,3764,2628,25-08-2022,19-12-2024,Returned,1394
8788,3277,2532,21-08-2023,25-01-2025,Returned,746
8789,3513,2802,09-12-2022,,Issued,0
8790,3704,2007,11-01-2024,04-11-2024,Returned,296
8791,3734,2888,29-07-2022,07-04-2025,Returned,1666
8792,3060,2066,25-02-2024,03-10-2024,Returned,142
8793,3688,2191,13-02-2023,01-12-2024,Returned,1014
8794,3208,2487,25-04-2023,28-04-2025,Returned,1168
8795,3524,2951,08-01-2024,08-03-2025,Returned,550
8796,3209,2791,18-09-2022,20-11-2024,Returned,1288
8797,3148,2893,28-07-2022,10-10-2024,Returned,1310
8798,3729,2164,18-12-2022,08-02-2025,Returned,1266
8799,3607,2437,08-06-2022,07-07-2024,Returned,1220
8800,3576,2237,06-08-2023,12-01-2025,Returned,750
8801,3796,2338,20-06-2023,03-09-2024,Returned,582
8802,3898,2323,12-02-2023,11-02-2025,Returned,1160
8803,3318,2553,19-02-2023,24-04-2025,Returned,1290
8804,3362,2440,31-12-2022,19-04-2025,Returned,1380
8805,3960,2545,02-08-2022,31-05-2025,Returned,1766
8806,3220,2985,05-10-2022,17-10-2024,Returned,1186
8807,3611,2656,28-03-2023,17-10-2024,Returned,838
8808,3369,2127,17-02-2023,09-06-2024,Returned,656
8809,3056,2983,02-01-2024,28-08-2024,Returned,178
8810,3130,2133,02-06-2023,25-06-2024,Returned,478
8811,3170,2801,13-10-2022,10-04-2025,Returned,1520
8812,3580,2897,03-08-2022,20-03-2025,Returned,1620
8813,3681,2036,27-07-2023,,Issued,0
8814,3648,2790,21-06-2022,01-06-2025,Returned,1852
8815,3350,2073,15-04-2024,10-06-2024,Returned,0
8816,3544,2345,14-10-2022,,Issued,0
8817,3716,2071,23-08-2022,18-08-2024,Returned,1152
8818,3531,2366,28-07-2023,16-10-2024,Returned,592
8819,3339,2265,25-03-2024,14-07-2024,Returned,0
8820,3879,2491,16-10-2022,27-05-2025,Returned,1608
8821,3889,2164,11-02-2024,,Issued,0
8822,3009,2643,01-05-2024,19-12-2024,Returned,164
8823,3764,2779,08-12-2023,03-07-2024,Returned,116
8824,3153,2683,14-04-2023,16-06-2024,Returned,558
8825,3917,2986,27-01-2023,29-06-2024,Returned,738
8826,3616,2818,29-04-2024,09-03-2025,Returned,328
8827,3443,2969,05-09-2022,11-02-2025,Returned,1480
8828,3359,2148,29-04-2024,02-05-2025,Returned,436
8829,3442,2974,13-10-2022,,Issued,0
8830,3459,2071,24-08-2022,11-05-2025,Returned,1682
8831,3174,2401,17-05-2024,06-12-2024,Returned,106
8832,3203,2737,30-07-2023,25-10-2024,Returned,606
8833,3235,2675,27-02-2023,28-04-2025,Returned,1282
8834,3619,2394,07-12-2023,25-04-2025,Returned,710
8835,3163,2155,23-09-2022,10-05-2025,Returned,1620
8836,3937,2843,10-04-2023,12-12-2024,Returned,924
8837,3888,2386,07-12-2023,12-12-2024,Returned,442
8838,3867,2563,21-06-2022,13-12-2024,Returned,1512
8839,3493,2940,12-07-2023,30-09-2024,Returned,592
8840,3743,2957,25-06-2023,06-10-2024,Returned,638
8841,3030,2706,25-05-2023,16-10-2024,Returned,720
8842,3116,2768,01-01-2024,20-01-2025,Returned,470
8843,3747,2021,10-07-2023,14-11-2024,Returned,686
8844,3927,2817,15-10-2023,10-12-2024,Returned,544
8845,3101,2267,22-08-2022,,Issued,0
8846,3581,2001,14-12-2023,10-03-2025,Returned,604
8847,3628,2260,18-04-2023,28-06-2024,Returned,574
8848,3050,2681,14-10-2023,27-12-2024,Returned,580
8849,3523,2221,30-03-2023,13-04-2025,Returned,1190
8850,3570,2892,24-04-2023,16-10-2024,Returned,782
8851,3047,2549,16-11-2022,16-04-2025,Returned,1464
8852,3162,2232,16-04-2024,02-05-2025,Returned,462
8853,3379,2639,28-10-2023,,Issued,0
8854,3233,2589,18-04-2023,17-01-2025,Returned,980
8855,3691,2347,08-03-2024,25-01-2025,Returned,346
8856,3084,2393,17-09-2023,21-10-2024,Returned,500
8857,3271,2875,04-09-2022,25-02-2025,Returned,1510
8858,3185,2329,17-05-2024,05-12-2024,Returned,104
8859,3333,2578,13-06-2023,,Issued,0
8860,3599,2249,02-07-2023,11-06-2024,Returned,390
8861,3806,2461,18-07-2022,27-09-2024,Returned,1304
8862,3542,2454,08-12-2023,20-11-2024,Returned,396
8863,3449,2707,20-06-2023,06-11-2024,Returned,710
8864,3145,2001,09-04-2024,09-12-2024,Returned,188
8865,3534,2611,11-03-2024,20-06-2024,Returned,0
8866,3618,2460,15-02-2023,20-12-2024,Returned,1048
8867,3046,2107,05-01-2024,11-12-2024,Returned,382
8868,3754,2119,06-10-2022,18-10-2024,Returned,1186
8869,3689,2060,26-05-2024,11-06-2024,Returned,0
8870,3462,2969,01-02-2023,05-11-2024,Returned,986
8871,3560,2512,18-09-2023,04-11-2024,Returned,526
8872,3421,2858,28-05-2024,28-02-2025,Returned,252
8873,3544,2199,21-12-2023,,Issued,0
8874,3787,2914,28-08-2023,07-10-2024,Returned,512
8875,3965,2264,02-02-2024,,Issued,0
8876,3703,2925,26-10-2023,18-09-2024,Returned,356
8877,3751,2859,24-08-2023,03-03-2025,Returned,814
8878,3575,2563,14-08-2022,17-06-2024,Returned,1046
8879,3653,2884,31-12-2023,10-10-2024,Returned,268
8880,3881,2247,22-11-2023,21-01-2025,Returned,552
8881,3766,2008,04-12-2022,19-11-2024,Returned,1132
8882,3881,2836,06-01-2024,01-07-2024,Returned,54
8883,3551,2443,28-09-2022,31-03-2025,Returned,1530
8884,3140,2606,30-11-2023,17-12-2024,Returned,466
8885,3534,2962,15-08-2022,26-06-2024,Returned,1062
8886,3207,2743,30-03-2023,14-06-2024,Returned,584
8887,3135,2848,17-02-2024,08-08-2024,Returned,46
8888,3041,2579,29-07-2022,14-04-2025,Returned,1680
8889,3533,2707,07-04-2024,02-03-2025,Returned,358
8890,3881,2642,10-05-2023,,Issued,0
8891,3228,2709,24-07-2023,08-08-2024,Returned,462
8892,3087,2988,12-11-2022,07-02-2025,Returned,1336
8893,3633,2628,09-11-2023,08-05-2025,Returned,792
8894,3367,2957,21-02-2023,23-01-2025,Returned,1104
8895,3832,2405,08-01-2023,17-04-2025,Returned,1360
8896,3876,2989,23-03-2023,05-10-2024,Returned,824
8897,3786,2476,16-12-2023,11-05-2025,Returned,724
8898,3465,2040,27-06-2023,,Issued,0
8899,3998,2573,08-10-2022,27-11-2024,Returned,1262
8900,3747,2139,22-09-2023,26-01-2025,Returned,684
8901,3500,2784,18-07-2022,,Issued,0
8902,3538,2410,27-11-2022,03-07-2024,Returned,868
8903,3420,2381,21-12-2022,17-07-2024,Returned,848
8904,3570,2031,26-11-2023,06-10-2024,Returned,330
8905,3064,2395,30-05-2024,16-04-2025,Returned,342
8906,3494,2222,09-06-2023,15-08-2024,Returned,566
8907,3921,2006,26-02-2023,18-11-2024,Returned,962
8908,3882,2239,20-10-2022,01-10-2024,Returned,1124
8909,3429,2921,15-06-2022,15-01-2025,Returned,1590
8910,3549,2253,23-07-2023,,Issued,0
8911,3667,2106,02-01-2023,14-01-2025,Returned,1186
8912,3594,2597,01-04-2024,05-01-2025,Returned,258
8913,3556,2673,17-05-2024,16-06-2024,Returned,0
8914,3309,2437,08-06-2022,03-11-2024,Returned,1458
8915,3645,2815,11-09-2022,23-09-2024,Returned,1186
8916,3968,2449,10-04-2024,19-09-2024,Returned,24
8917,3377,2490,01-02-2024,11-10-2024,Returned,206
8918,3204,2338,02-11-2022,11-12-2024,Returned,1240
8919,3736,2338,09-08-2022,02-09-2024,Returned,1210
8920,3785,2425,24-05-2023,30-11-2024,Returned,812
8921,3361,2782,26-07-2023,23-11-2024,Returned,672
8922,3281,2698,24-03-2024,01-05-2025,Returned,506
8923,3570,2935,02-08-2022,29-04-2025,Returned,1702
8924,3772,2106,04-08-2023,17-03-2025,Returned,882
8925,3855,2273,19-02-2024,19-09-2024,Returned,126
8926,3231,2691,14-06-2022,26-01-2025,Returned,1614
8927,3197,2332,15-03-2024,03-03-2025,Returned,406
8928,3947,2690,23-12-2023,25-07-2024,Returned,130
8929,3728,2300,14-05-2023,30-04-2025,Returned,1134
8930,3887,2476,10-05-2023,14-09-2024,Returned,686
8931,3669,2835,05-07-2023,13-02-2025,Returned,878
8932,3198,2484,09-03-2024,11-06-2024,Returned,0
8933,3600,2933,27-11-2022,22-01-2025,Returned,1274
8934,3556,2936,06-03-2023,,Issued,0
8935,3548,2797,01-05-2024,,Issued,0
8936,3770,2395,12-07-2022,12-11-2024,Returned,1408
8937,3846,2832,03-09-2023,10-12-2024,Returned,628
8938,3050,2025,19-12-2022,08-10-2024,Returned,1018
8939,3460,2593,13-01-2024,20-12-2024,Returned,384
8940,3188,2961,10-04-2023,12-09-2024,Returned,742
8941,3544,2674,09-05-2023,27-04-2025,Returned,1138
8942,3104,2674,29-12-2022,31-05-2025,Returned,1468
8943,3616,2132,23-05-2023,03-08-2024,Returned,576
8944,3501,2281,22-01-2023,10-01-2025,Returned,1138
8945,3203,2954,28-09-2022,11-11-2024,Returned,1250
8946,3349,2039,01-03-2024,10-09-2024,Returned,86
8947,3140,2578,02-04-2024,26-12-2024,Returned,236
8948,3463,2533,25-12-2022,,Issued,0
8949,3777,2856,19-05-2023,04-01-2025,Returned,892
8950,3124,2584,21-03-2023,12-07-2024,Returned,658
8951,3395,2273,06-05-2023,21-01-2025,Returned,952
8952,3823,2514,12-11-2023,03-08-2024,Returned,230
8953,3893,2968,04-01-2024,28-08-2024,Returned,174
8954,3416,2718,22-10-2023,29-12-2024,Returned,568
8955,3337,2337,09-04-2023,18-05-2025,Returned,1240
8956,3817,2985,30-01-2023,29-11-2024,Returned,1038
8957,3909,2172,07-03-2024,17-10-2024,Returned,148
8958,3722,2216,13-11-2022,02-11-2024,Returned,1140
8959,3387,2113,08-12-2023,25-11-2024,Returned,406
8960,3047,2107,21-04-2024,13-01-2025,Returned,234
8961,3378,2069,29-11-2022,11-11-2024,Returned,1126
8962,3678,2554,29-01-2023,25-02-2025,Returned,1216
8963,3427,2949,09-12-2023,30-03-2025,Returned,654
8964,3051,2338,02-10-2023,06-06-2024,Returned,196
8965,3555,2856,13-08-2023,,Issued,0
8966,3317,2578,15-01-2023,04-05-2025,Returned,1380
8967,3336,2879,10-06-2022,11-06-2024,Returned,1164
8968,3487,2471,07-11-2023,15-08-2024,Returned,264
8969,3915,2435,14-03-2024,12-01-2025,Returned,308
8970,3398,2977,04-09-2022,03-01-2025,Returned,1404
8971,3295,2294,02-09-2023,,Issued,0
8972,3943,2206,12-12-2022,15-12-2024,Returned,1168
8973,3835,2935,07-04-2024,07-08-2024,Returned,0
8974,3447,2012,24-02-2023,,Issued,0
8975,3477,2170,18-04-2024,25-09-2024,Returned,20
8976,3040,2329,18-02-2023,29-07-2024,Returned,754
8977,3394,2757,20-03-2024,05-10-2024,Returned,98
8978,3791,2853,01-10-2023,02-12-2024,Returned,556
8979,3769,2265,12-10-2022,11-08-2024,Returned,1038
8980,3296,2029,16-07-2022,24-01-2025,Returned,1546
8981,3791,2215,03-07-2023,26-05-2025,Returned,1086
8982,3612,2411,09-09-2023,25-07-2024,Returned,340
8983,3001,2355,25-02-2023,04-03-2025,Returned,1176
8984,3452,2795,16-12-2023,20-03-2025,Returned,620
8985,3229,2370,12-08-2023,22-05-2025,Returned,998
8986,3381,2863,17-08-2022,07-10-2024,Returned,1264
8987,3732,2970,08-02-2023,13-06-2024,Returned,682
8988,3641,2709,09-08-2023,20-07-2024,Returned,392
8989,3153,2297,11-06-2023,,Issued,0
8990,3910,2063,03-05-2023,11-08-2024,Returned,632
8991,3703,2085,27-02-2023,05-06-2024,Returned,628
8992,3209,2349,01-10-2023,19-05-2025,Returned,892
8993,3732,2684,16-12-2022,25-05-2025,Returned,1482
8994,3391,2724,13-11-2023,19-02-2025,Returned,628
8995,3950,2979,15-08-2022,29-01-2025,Returned,1496
8996,3324,2918,10-01-2023,29-01-2025,Returned,1200
8997,3270,2708,22-10-2022,01-12-2024,Returned,1242
8998,3220,2838,02-02-2023,16-04-2025,Returned,1308
8999,3931,2739,21-10-2022,29-11-2024,Returned,1240
9000,3259,2071,21-11-2023,30-08-2024,Returned,266
9001,3507,2366,06-04-2023,02-01-2025,Returned,974
9002,3937,2952,10-09-2023,01-12-2024,Returned,596
9003,3964,2041,24-10-2022,21-08-2024,Returned,1034
9004,3216,2320,29-06-2022,,Issued,0
9005,3765,2097,27-01-2023,21-06-2024,Returned,722
9006,3526,2911,01-05-2024,08-07-2024,Returned,0
9007,3778,3000,25-07-2022,22-10-2024,Returned,1340
9008,3879,2003,14-05-2024,14-09-2024,Returned,0
9009,3399,2869,14-06-2023,22-10-2024,Returned,692
9010,3118,2167,22-07-2022,12-06-2024,Returned,1082
9011,3427,2074,19-10-2022,07-07-2024,Returned,954
9012,3800,2244,30-12-2022,20-03-2025,Returned,1322
9013,3673,2338,09-01-2024,16-04-2025,Returned,626
9014,3440,2966,10-11-2022,07-03-2025,Returned,1396
9015,3537,2440,14-08-2022,30-11-2024,Returned,1378
9016,3224,2380,17-06-2022,25-09-2024,Returned,1362
9017,3840,2775,26-07-2022,14-10-2024,Returned,1322
9018,3888,2781,13-12-2023,24-12-2024,Returned,454
9019,3761,2419,12-01-2024,14-12-2024,Returned,374
9020,3334,2449,13-08-2023,23-08-2024,Returned,452
9021,3718,2726,22-06-2023,17-09-2024,Returned,606
9022,3501,2681,02-11-2023,23-09-2024,Returned,352
9023,3158,2191,09-07-2023,27-02-2025,Returned,898
9024,3210,2996,02-12-2022,26-03-2025,Returned,1390
9025,3793,2584,23-01-2024,09-03-2025,Returned,522
9026,3382,2583,05-03-2024,05-08-2024,Returned,6
9027,3360,2491,20-04-2024,30-05-2025,Returned,510
9028,3003,2142,26-05-2024,21-01-2025,Returned,180
9029,3935,2820,21-02-2023,03-06-2024,Returned,636
9030,3054,2795,05-10-2022,10-08-2024,Returned,1050
9031,3858,2092,20-02-2023,24-04-2025,Returned,1288
9032,3823,2454,02-01-2024,,Issued,0
9033,3292,2259,17-06-2022,29-09-2024,Returned,1370
9034,3826,2907,01-05-2023,24-12-2024,Returned,906
9035,3719,2448,04-05-2023,23-08-2024,Returned,654
9036,3404,2861,25-02-2024,,Issued,0
9037,3100,2954,24-09-2022,,Issued,0
9038,3470,2936,09-12-2023,30-12-2024,Returned,474
9039,3549,2096,11-10-2022,18-04-2025,Returned,1540
9040,3392,2538,06-04-2024,26-02-2025,Returned,352
9041,3626,2729,02-02-2024,10-07-2024,Returned,18
9042,3420,2090,22-10-2023,30-11-2024,Returned,510
9043,3639,2119,20-03-2023,19-04-2025,Returned,1222
9044,3013,2234,25-12-2022,22-03-2025,Returned,1336
9045,3665,2506,23-08-2022,13-06-2024,Returned,1020
9046,3588,2935,05-02-2023,17-08-2024,Returned,818
9047,3406,2802,23-03-2024,26-01-2025,Returned,318
9048,3191,2875,05-06-2022,15-02-2025,Returned,1672
9049,3480,2550,01-01-2023,19-09-2024,Returned,954
9050,3328,2210,17-05-2024,13-04-2025,Returned,362
9051,3908,2510,15-02-2023,11-02-2025,Returned,1154
9052,3299,2293,05-06-2023,08-05-2025,Returned,1106
9053,3356,2859,14-02-2023,14-10-2024,Returned,916
9054,3133,2695,03-12-2023,13-03-2025,Returned,632
9055,3594,2281,29-04-2024,28-04-2025,Returned,428
9056,3751,2842,13-02-2024,12-02-2025,Returned,430
9057,3290,2256,27-10-2022,,Issued,0
9058,3927,2035,07-04-2024,,Issued,0
9059,3373,2040,15-06-2023,22-11-2024,Returned,752
9060,3275,2165,23-10-2022,08-05-2025,Returned,1556
9061,3942,2953,11-04-2024,12-12-2024,Returned,190
9062,3976,2176,10-01-2023,11-05-2025,Returned,1404
9063,3096,2464,09-11-2022,,Issued,0
9064,3863,2415,23-06-2023,14-06-2024,Returned,414
9065,3987,2035,23-11-2022,25-11-2024,Returned,1166
9066,3581,2079,31-10-2023,08-09-2024,Returned,326
9067,3483,2198,18-06-2022,,Issued,0
9068,3725,2902,26-06-2022,07-06-2024,Returned,1124
9069,3915,2098,20-08-2023,27-01-2025,Returned,752
9070,3640,2927,11-04-2024,11-04-2025,Returned,430
9071,3127,2338,24-07-2023,02-03-2025,Returned,874
9072,3206,2807,28-08-2022,27-08-2024,Returned,1160
9073,3551,2852,13-04-2023,12-05-2025,Returned,1220
9074,3212,2678,11-05-2023,28-03-2025,Returned,1074
9075,3287,2084,14-11-2023,14-01-2025,Returned,554
9076,3069,2340,03-03-2023,28-03-2025,Returned,1212
9077,3250,2672,27-03-2024,,Issued,0
9078,3478,2713,18-10-2023,30-07-2024,Returned,272
9079,3201,2510,08-04-2024,,Issued,0
9080,3932,2592,10-10-2023,20-11-2024,Returned,514
9081,3718,2133,16-07-2023,04-09-2024,Returned,532
9082,3385,2791,08-07-2022,03-07-2024,Returned,1152
9083,3408,2152,09-01-2024,23-03-2025,Returned,578
9084,3439,2215,06-01-2024,29-11-2024,Returned,356
9085,3169,2062,03-04-2024,12-08-2024,Returned,0
9086,3022,2402,22-05-2023,27-08-2024,Returned,626
9087,3923,2001,11-02-2023,29-04-2025,Returned,1316
9088,3720,2427,29-12-2023,30-03-2025,Returned,614
9089,3567,2464,26-09-2023,01-05-2025,Returned,866
9090,3023,2489,10-05-2024,24-03-2025,Returned,336
9091,3026,2275,10-11-2023,09-06-2024,Returned,124
9092,3324,2141,07-02-2023,15-05-2025,Returned,1356
9093,3468,2098,07-09-2022,18-06-2024,Returned,1000
9094,3548,2653,04-11-2023,03-01-2025,Returned,552
9095,3618,2534,16-09-2022,23-10-2024,Returned,1236
9096,3806,2624,12-08-2023,02-05-2025,Returned,958
9097,3988,2295,05-04-2024,18-02-2025,Returned,338
9098,3976,2949,26-05-2023,02-11-2024,Returned,752
9099,3918,2116,06-02-2023,18-12-2024,Returned,1062
9100,3059,2627,04-09-2023,08-08-2024,Returned,378
9101,3573,2513,15-01-2023,15-11-2024,Returned,1040
9102,3874,2496,10-02-2024,07-06-2024,Returned,0
9103,3376,2448,27-07-2023,08-11-2024,Returned,640
9104,3825,2921,29-12-2022,21-02-2025,Returned,1270
9105,3245,2333,19-06-2023,14-03-2025,Returned,968
9106,3404,2542,08-04-2024,21-09-2024,Returned,32
9107,3897,2195,05-01-2023,01-02-2025,Returned,1216
9108,3201,2830,24-01-2023,25-04-2025,Returned,1344
9109,3096,2683,08-09-2022,29-09-2024,Returned,1204
9110,3737,2330,02-05-2023,18-11-2024,Returned,832
9111,3968,2870,02-11-2023,25-08-2024,Returned,294
9112,3918,2491,07-02-2024,02-12-2024,Returned,298
9113,3925,2417,05-03-2023,11-07-2024,Returned,688
9114,3805,2835,03-09-2022,11-03-2025,Returned,1540
9115,3287,2701,13-12-2023,25-05-2025,Returned,758
9116,3268,2321,20-04-2023,04-09-2024,Returned,706
9117,3362,2804,03-09-2022,,Issued,0
9118,3663,2636,13-09-2023,03-11-2024,Returned,534
9119,3929,2015,18-09-2023,15-12-2024,Returned,608
9120,3229,2524,27-11-2023,,Issued,0
9121,3591,2016,02-08-2023,09-08-2024,Returned,446
9122,3979,2016,12-04-2023,20-07-2024,Returned,630
9123,3961,2437,29-12-2022,08-08-2024,Returned,876
9124,3171,2957,17-04-2023,11-07-2024,Returned,602
9125,3053,2498,02-10-2023,09-05-2025,Returned,870
9126,3110,2072,07-11-2022,,Issued,0
9127,3679,2775,17-10-2022,19-09-2024,Returned,1106
9128,3921,2859,06-04-2023,11-10-2024,Returned,808
9129,3135,2963,28-04-2024,30-01-2025,Returned,254
9130,3485,2960,17-11-2022,23-06-2024,Returned,868
9131,3637,2431,27-02-2024,17-12-2024,Returned,288
9132,3880,2492,07-02-2023,17-01-2025,Returned,1120
9133,3919,2070,28-06-2022,10-05-2025,Returned,1794
9134,3965,2701,27-03-2023,30-01-2025,Returned,1050
9135,3020,2185,07-03-2023,16-09-2024,Returned,818
9136,3974,2884,05-08-2022,29-04-2025,Returned,1696
9137,3737,2863,12-12-2023,27-10-2024,Returned,340
9138,3586,2298,31-03-2024,18-12-2024,Returned,224
9139,3427,2220,28-03-2024,01-04-2025,Returned,438
9140,3194,2539,22-06-2023,29-12-2024,Returned,812
9141,3658,2790,21-11-2023,20-02-2025,Returned,614
9142,3279,2997,19-05-2024,02-08-2024,Returned,0
9143,3576,2650,21-04-2023,24-11-2024,Returned,866
9144,3272,2658,21-10-2022,24-06-2024,Returned,924
9145,3689,2355,29-06-2023,12-06-2024,Returned,398
9146,3052,2268,12-02-2023,21-04-2025,Returned,1298
9147,3039,2111,24-01-2024,,Issued,0
9148,3258,2945,19-04-2023,23-11-2024,Returned,868
9149,3936,2631,08-05-2023,16-10-2024,Returned,754
9150,3893,2542,16-05-2024,23-07-2024,Returned,0
9151,3457,2245,01-02-2023,30-04-2025,Returned,1338
9152,3563,2441,30-07-2022,31-07-2024,Returned,1164
9153,3743,2928,19-07-2023,15-10-2024,Returned,608
9154,3565,2219,02-09-2022,,Issued,0
9155,3879,2761,18-12-2023,,Issued,0
9156,3301,2128,12-07-2022,18-04-2025,Returned,1722
9157,3916,2200,04-08-2022,10-11-2024,Returned,1358
9158,3827,2406,29-02-2024,08-07-2024,Returned,0
9159,3529,2702,30-08-2022,12-02-2025,Returned,1494
9160,3162,2415,18-05-2023,21-07-2024,Returned,560
9161,3214,2658,02-09-2022,19-04-2025,Returned,1620
9162,3624,2136,22-06-2023,11-08-2024,Returned,532
9163,3067,2069,06-02-2023,05-07-2024,Returned,730
9164,3538,2185,24-05-2024,05-04-2025,Returned,332
9165,3029,2101,18-06-2022,01-08-2024,Returned,1250
9166,3051,2793,19-04-2023,17-11-2024,Returned,856
9167,3487,2365,03-06-2022,02-12-2024,Returned,1526
9168,3984,2741,09-04-2023,27-05-2025,Returned,1258
9169,3493,2746,01-09-2022,25-10-2024,Returned,1270
9170,3510,2054,10-04-2023,,Issued,0
9171,3269,2115,01-12-2022,06-09-2024,Returned,990
9172,3582,2252,25-08-2022,05-01-2025,Returned,1428
9173,3201,2950,09-01-2023,15-03-2025,Returned,1292
9174,3429,2819,08-07-2022,31-07-2024,Returned,1208
9175,3951,2350,18-02-2024,05-05-2025,Returned,584
9176,3340,2289,13-05-2024,20-05-2025,Returned,444
9177,3799,2309,13-02-2024,31-12-2024,Returned,344
9178,3763,2536,08-05-2024,01-12-2024,Returned,114
9179,3303,2576,03-05-2024,26-04-2025,Returned,416
9180,3741,2458,08-10-2023,01-08-2024,Returned,296
9181,3445,2361,23-08-2023,,Issued,0
9182,3242,2248,02-03-2024,19-08-2024,Returned,40
9183,3800,2953,17-01-2024,19-10-2024,Returned,252
9184,3835,2638,11-03-2024,15-08-2024,Returned,14
9185,3497,2312,24-03-2024,04-11-2024,Returned,150
9186,3167,2016,30-12-2022,02-12-2024,Returned,1106
9187,3903,2553,27-01-2024,12-12-2024,Returned,340
9188,3140,2803,29-09-2023,12-10-2024,Returned,458
9189,3602,2846,20-06-2022,,Issued,0
9190,3996,2859,29-12-2022,05-07-2024,Returned,808
9191,3894,2843,08-02-2023,04-12-2024,Returned,1030
9192,3192,2827,24-03-2023,29-01-2025,Returned,1054
9193,3635,2439,14-01-2023,01-06-2024,Returned,708
9194,3550,2696,01-11-2022,05-11-2024,Returned,1170
9195,3498,2149,11-06-2023,17-09-2024,Returned,628
9196,3874,2727,13-11-2023,15-10-2024,Returned,374
9197,3061,2791,10-02-2023,28-08-2024,Returned,830
9198,3326,2863,28-11-2023,31-12-2024,Returned,498
9199,3047,2791,11-10-2023,28-02-2025,Returned,712
9200,3240,2144,24-06-2023,10-03-2025,Returned,950
9201,3598,2440,16-12-2022,21-05-2025,Returned,1474
9202,3086,2929,07-11-2023,24-10-2024,Returned,404
9203,3533,2285,07-04-2024,,Issued,0
9204,3241,2850,08-02-2024,07-01-2025,Returned,368
9205,3807,2364,26-01-2023,03-04-2025,Returned,1296
9206,3642,2077,09-06-2023,,Issued,0
9207,3626,2188,02-01-2024,25-07-2024,Returned,110
9208,3141,2267,26-12-2022,13-10-2024,Returned,1014
9209,3462,2893,13-12-2023,22-05-2025,Returned,752
9210,3293,2264,03-09-2022,26-06-2024,Returned,1024
9211,3069,2086,24-07-2022,24-07-2024,Returned,1162
9212,3183,2922,13-09-2023,29-07-2024,Returned,340
